artist_name,danceability,energy,acousticness,valence
Nucleya,0.6028,0.8998,0.0321,0.5047
Badshah,0.8801,0.8044,0.0315,0.8235
Shankar-Ehsaan-Loy,0.7288,0.5797,0.0993,0.6726
Badshah,0.8792,0.8051,0.0559,0.7684
AP Dhillon,0.6962,0.5333,0.1199,0.2088
Pritam,0.759,0.7945,0.0446,0.5846
Badshah,0.8959,0.885,0.0497,0.8542
Nucleya,0.5856,0.8779,0.0399,0.5204
Shreya Ghoshal,0.4887,0.4753,0.7923,0.6558
Nucleya,0.6704,0.8978,0.0343,0.6378
A.R. Rahman,0.3729,0.5763,0.4793,0.5079
AP Dhillon,0.7009,0.5337,0.1099,0.213
Arijit Singh,0.4047,0.3611,0.6599,0.329
Nucleya,0.6793,0.8752,0.0294,0.4959
AP Dhillon,0.5966,0.4909,0.2035,0.184
A.R. Rahman,0.5901,0.4571,0.4312,0.6241
Badshah,0.9061,0.7913,0.0694,0.7615
Yo Yo Honey Singh,0.8996,0.8917,0.0226,0.7534
Shreya Ghoshal,0.4583,0.3954,0.7686,0.5607
Shankar-Ehsaan-Loy,0.762,0.7259,0.1273,0.5992
Shreya Ghoshal,0.4845,0.5159,0.8337,0.5293
Badshah,0.8876,0.8222,0.0628,0.8177
AP Dhillon,0.5234,0.5745,0.1326,0.3469
A.R. Rahman,0.4709,0.7929,0.5813,0.6482
Jubin Nautiyal,0.4925,0.3032,0.6722,0.4138
Arijit Singh,0.3396,0.3199,0.7841,0.303
Pritam,0.6601,0.7817,0.0984,0.6263
Shreya Ghoshal,0.4314,0.4265,0.798,0.5354
Shankar-Ehsaan-Loy,0.6125,0.752,0.0454,0.7291
Jubin Nautiyal,0.4954,0.278,0.6229,0.3263
AP Dhillon,0.606,0.5189,0.1178,0.2628
Pritam,0.7362,0.7387,0.0594,0.5055
Jubin Nautiyal,0.4386,0.4186,0.6963,0.368
AP Dhillon,0.567,0.553,0.1885,0.2987
Badshah,0.8593,0.8009,0.0591,0.7583
Badshah,0.862,0.8689,0.0527,0.9394
Jubin Nautiyal,0.3714,0.2493,0.683,0.3853
A.R. Rahman,0.6043,0.6442,0.4787,0.5801
Pritam,0.7838,0.6927,0.0638,0.5822
Yo Yo Honey Singh,0.7145,0.7803,0.0086,0.6305
Arijit Singh,0.2965,0.3826,0.6736,0.3199
Yo Yo Honey Singh,0.7747,0.791,0.0579,0.674
AP Dhillon,0.5694,0.4639,0.1965,0.2965
Shankar-Ehsaan-Loy,0.6246,0.7225,0.1343,0.7974
Pritam,0.8184,0.7438,0.0607,0.4083
Arijit Singh,0.3441,0.3372,0.7418,0.3833
Badshah,0.9072,0.8561,0.0407,0.7802
Jubin Nautiyal,0.4428,0.3565,0.5751,0.4341
Pritam,0.7995,0.8285,0.0898,0.5027
Shreya Ghoshal,0.5783,0.3203,0.862,0.6289
Arijit Singh,0.3422,0.2647,0.6747,0.2043
Yo Yo Honey Singh,0.8199,0.7626,0.0344,0.6358
Shankar-Ehsaan-Loy,0.6594,0.7684,0.1725,0.656
Yo Yo Honey Singh,0.764,0.7437,0.0392,0.6315
Shankar-Ehsaan-Loy,0.6694,0.7606,0.0733,0.6939
Shankar-Ehsaan-Loy,0.6307,0.8145,0.1199,0.8253
Pritam,0.6949,0.6873,0.0763,0.6011
AP Dhillon,0.6387,0.457,0.127,0.3612
Badshah,0.7838,0.8978,0.0354,0.7904
Shankar-Ehsaan-Loy,0.6472,0.7728,0.1276,0.6986
